276480	1200
276480	3517
276480	5843
276480	7004
276480	7574
276480	8021
276480	11941
276480	13351
276480	27613
276480	29117
276480	29263
276480	31720
276480	38636
276480	39197
276480	39898
276480	41177
276480	46118
276480	47588
276480	52270
276480	53074
276480	53816
276480	53994
276480	54355
276480	54369
276480	54691
276480	54766
276480	54812
276480	55394
276480	55924
276480	56429
276480	56462
276480	56737
276480	56840
276480	56859
276480	56942
276480	57202
276480	57774
276480	57777
276480	58237
276480	58304
276480	58357
276480	58443
276480	58923
276480	59050
276480	59256
276480	59964
276480	60255
276480	60736
276480	61709
276480	61892
276480	61989
276480	62003
276480	62097
276480	62193
276480	62471
276480	62764
276480	63425
276480	63740
276480	63804
276480	63863
276480	64124
276480	64594
276480	64660
276480	64846
276480	64852
276480	64981
276480	65411
276480	65506
276480	65557
276480	65573
276480	65777
276480	66053
276480	66075
276480	66140
276480	66278
276480	66303
276480	66712
276480	66915
276480	67037
276480	67072
276480	67149
276480	67155
276480	67518
276480	67693
276480	67711
276480	68120
276480	68187
276480	68360
276480	68425
276480	68969
276480	69428
276480	69456
276480	69693
276480	69736
276480	70175
276480	70934
276480	71110
276480	71141
276480	71327
276480	71526
276480	71568
276480	71946
276480	72185
276480	72195
276480	72208
276480	72550
276480	72800
276480	72898
276480	73084
276480	73136
276480	73328
276480	73587
276480	73759
276480	73874
276480	73959
276480	74367
276480	74395
276480	75143
276480	75258
276480	75356
276480	75552
276480	75650
276480	75670
276480	75946
276480	76400
276480	76487
276480	76736
276480	76935
276480	77221
276480	77377
276480	77931
276480	78253
276480	78452
276480	78457
276480	78531
276480	78581
276480	78721
276480	79419
276480	79483
276480	79901
276480	79937
276480	84844
276480	89414
276480	102320
276480	103857
276480	105324
276480	106915
276480	123450
276480	133879
276480	133889
276480	133898
276480	134135
276480	134486
276480	134720
276480	134827
276480	134850
276480	134945
276480	135004
276480	135041
276480	135460
276480	135476
276480	135592
276480	135597
276480	135629
276480	135735
276480	135914
276480	136335
276480	136418
276480	136488
276480	137003
276480	137088
276480	137160
276480	137200
276480	137236
276480	137306
276480	137332
276480	137348
276480	137411
276480	137545
276480	137940
276480	138001
276480	138077
276480	138136
276480	138173
276480	138260
276480	138305
276480	138467
276480	138637
276480	138707
276480	138727
276480	138786
276480	139004
276480	139130
276480	139226
276480	139238
276480	139297
276480	139370
276480	139402
276480	139455
276480	139688
276480	139738
276480	139794
276480	139841
276480	139917
276480	140090
276480	140302
276480	140352
276480	140359
276480	140808
